K00001	Adh; Alcohol dehydrogenase (EC:1.1.1.1 1.2.1.10); K00001 alcohol dehydrogenase [EC:1.1.1.1] (A)
K16110	RecName: Full=Cytochrome b; Flags: Fragment;
K16111	RecName: Full=Cytochrome b; Flags: Fragment;
K16112	RecName: Full=Cytochrome b; Flags: Fragment;
K16113	RecName: Full=Cytochrome b; Flags: Fragment;
K16114	RecName: Full=Cytochrome b; Flags: Fragment;
K16115	RecName: Full=Cytochrome b; Flags: Fragment;
K16116	SubName: Full=Zinc finger protein ZIC 4;
K16117	SubName: Full=Putative uncharacterized protein;
K16118	SubName: Full=Zinc finger protein 19;
K16119	lchAA; lichenysin synthetase A; K16119 lichenysin synthetase A (A)
K16120	lchAB; lichenysin synthetase B; K16120 lichenysin synthetase B (A)
K16121	lchAC; lichenysin synthetase C; K16121 lichenysin synthetase C (A)
K16122	tycA; tyrocidine synthetase I (EC:5.1.1.11); K16122 tyrocidine synthetase I (A)
K16123	tycB; tyrocidine synthetase II (EC:5.1.1.11); K16123 tyrocidine synthetase II (A)
K16124	tycC; tyrocidine synthetase III; K16124 tyrocidine synthetase III (A)
K16125	RecName: Full=Cytochrome b;
K16126	SubName: Full=ATP-dependent DNA helicase recQ; EC=3.6.1.-;
K16127	mcyG; McyG protein; K16127 microcystin synthetase protein McyG (A)
K16128	mcyD; McyD protein; K16128 microcystin synthetase protein McyD (A)
K16129	mcyE; McyE protein; K16129 microcystin synthetase protein McyE (A)
K16130	mcyA; McyA protein; K16130 microcystin synthetase protein McyA (A)
K16131	mcyB; McyB protein; K16131 microcystin synthetase protein McyB (A)
K16132	mcyC; McyC protein; K16132 microcystin synthetase protein McyC (A)
K16133	mcyI; McyI protein; K16133 microcystin synthetase protein McyI (A)
K16134	mcyJ; McyJ protein; K16134 microcystin synthetase protein McyJ (A)
K16135	dmlR; DNA-binding transcriptional activator for dmlA; K16135 LysR family transcriptional regulator, transcriptional activator for dmlA (A)
K16136	malI; transcriptional repressor of Mal regulon; K16136 LacI family transcriptional regulator, maltose regulon regulatory protein (A)
K16137	nemR; transcriptional repressor for the nem operon, NEM-inactivated; K16137 TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon (A)
K16138	uidR; DNA-binding transcriptional repressor; K16138 TetR/AcrR family transcriptional regulator, repressor for uid operon (A)
K16139	uidB; glucuronide transporter; K16139 glucuronide carrier protein (A)
K16140	uidC; predicted outer membrane porin protein; K16140 putative glucuronide porin (A)
K16142	HP, BP, HP2ALPHA2, HPA1S; haptoglobin; K16142 haptoglobin (A)
K16146	trehalose synthase-fused maltokinase; K16146 maltokinase [EC:2.7.1.175] (A)
K16147	alpha-amylase; K16147 starch synthase (maltosyl-transferring) [EC:2.4.99.16] (A)
K16148	glycosyl transferase family protein (EC:2.-.-.-); K16148 starch synthase [EC:2.4.1.21] (A)
K16149	glycosyl hydrolase, family protein 57; K16149 1,4-alpha-glucan branching enzyme [EC:2.4.1.18] (A)
K16150	group 1 glycosyl transferase; K16150 glycogen(starch) synthase [EC:2.4.1.11] (A)
K16151	HBD; hemoglobin, delta; K16151 hemoglobin subunit delta (A)
K16152	TonB dependent receptor protein; K16152 heme acquisition protein HasR (A)
K16153	alpha-glucan phosphorylase (EC:2.4.1.11 2.4.1.1); K16153 phosphorylase / glycogen(starch) synthase [EC:2.4.1.1 2.4.1.11] (A)
K16154	pmoA; methane monooxygenase subunit A (EC:1.14.13.25); K16154 methane monooxygenase subunit A [EC:1.14.13.25] (A)
K16155	pmoB; methane monooxygenase subunit B (EC:1.14.13.25); K16155 methane monooxygenase subunit B [EC:1.14.13.25] (A)
K16156	pmoC3; methane monooxygenase subunit C (EC:1.14.13.25); K16156 methane monooxygenase subunit C [EC:1.14.13.25] (A)
K16157	mmoX; methane monooxygenase subunit A, alpha chain (EC:1.14.13.25); K16157 methane monooxygenase component A alpha chain [EC:1.14.13.25] (A)
K16158	mmoY; methane monooxygenase subunit A, beta chain (EC:1.14.13.25); K16158 methane monooxygenase component A beta chain [EC:1.14.13.25] (A)
K16159	mmoZ; methane monooxygenase subunit A, gamma chain (EC:1.14.13.25); K16159 methane monooxygenase component A gamma chain [EC:1.14.13.25] (A)
K16160	mmoB; methane monooxygenase subunit B (EC:1.14.13.25); K16160 methane monooxygenase regulatory protein B (A)
K16161	mmoC; methane monooxygenase subunit C (EC:1.14.13.25); K16161 methane monooxygenase component C [EC:1.14.13.25] (A)
K16162	mmoD; methane monooxygenase, D subunit (EC:1.14.13.25); K16162 methane monooxygenase component D (A)
K16163	Cgl3021; mycothiol-dependent maleylpyruvate isomerase; K16163 maleylpyruvate isomerase [EC:5.2.1.4] (A)
K16164	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase; K16164 fumarylpyruvate hydrolase [EC:3.7.1.5] (A)
K16165	isomerase-decarboxylase; K16165 fumarylpyruvate hydrolase [EC:3.7.1.5] (A)
K16166	PAP1; transcription factor MYB75; K16166 transcription factor MYB75 (A)
K16167	acyltransferase (EC:2.3.1.-); K16167 alkylresorcinol/alkylpyrone synthase (A)
K16168	isoprenylcysteine carboxyl methyltransferase; K16168 methyltransferase (A)
K16169	pbuX; xanthine permease; K16169 xanthine permease (A)
K16170	pucJ; uric acid permease; K16170 uric acid permease (A)
K16171	fumarylacetoacetate hydrolase; K16171 fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2] (A)
K16172	IRS1, HIRS-1; insulin receptor substrate 1; K16172 insulin receptor substrate 1 (A)
K16173	glutaryl-CoA dehydrogenase; K16173 glutaryl-CoA dehydrogenase (non-decarboxylating) [EC:1.3.99.32] (A)
K16174	MRPS18B, C6orf14, HSPC183, HumanS18a, MRP-S18-2, MRPS18-2, PTD017, S18amt; mitochondrial ribosomal protein S18B; K16174 28S ribosomal protein S18b, mitochondrial (A)
K16175	SCRIB, CRIB1, SCRB1, SCRIB1, Vartul; scribbled homolog (Drosophila); K16175 protein scribble (A)
K16176	Monomethylamine methyltransferase MtmB; K16176 methylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.248] (A)
K16177	mtmC1; monomethylamine corrinoid protein; K16177 monomethylamine corrinoid protein (A)
K16178	mtbB; dimethylamine methyltransferase; K16178 dimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.249] (A)
K16179	mtbC; coenzyme B12-binding:cobalamin-dependent methionine synthase, B12-binding; K16179 dimethylamine corrinoid protein (A)
K16180	bioB2; BioB2 (EC:2.8.1.6); K16180 pyrrolysine biosynthesis protein PylB (A)
K16181	pyrrolysine biosynthesis protein PylC; K16181 pyrrolysine biosynthesis protein PylC (A)
K16182	pyrrolysine biosynthesis protein PylD; K16182 pyrrolysine biosynthesis protein PylD (A)
K16183	ramA; methylamine methyltransferase corrinoid activation protein; K16183 methylamine methyltransferase corrinoid activation protein (A)
K16184	AKT1S1, Lobe, PRAS40; AKT1 substrate 1 (proline-rich); K16184 proline-rich AKT1 substrate 1 (A)
K16185	RRAGB, RAGB, bA465E19.1; Ras-related GTP binding B; K16185 Ras-related GTP-binding protein A/B (A)
K16186	RRAGD, RAGD, bA11D8.2.1; Ras-related GTP binding D; K16186 Ras-related GTP-binding protein C/D (A)
K16187	trpBF; bifunctional phosphoribosylanthranilate isomerase/tryptophan synthase subunit beta (EC:4.2.1.20); K16187 tryptophan synthase / phosphoribosylanthranilate isomerase [EC:4.2.1.20 5.3.1.24] (A)
K16188	cytoplasmic protein; K16188 tetraprenyl-beta-curcumene synthase [EC:4.2.3.130] (A)
K16189	PIF4; transcription factor PIF4; K16189 phytochrome-interacting factor 4 (A)
K16190	uncharacterized LOC100127873; K16190 glucuronokinase [EC:2.7.1.43] (A)
K16191	ompA; outer membrane protein OmpA; K16191 peptidoglycan-binding protein ArfA (A)
K16192	membrane protein; K16192 uncharacterized membrane protein ArfB (A)
K16193	putative exported or membrane protein; K16193 uncharacterized membrane protein ArfC (A)
K16194	EIF2AK1, HCR, HRI; eukaryotic translation initiation factor 2-alpha kinase 1 (EC:2.7.11.1); K16194 eukaryotic translation initiation factor 2-alpha kinase 1 [EC:2.7.11.1] (A)
K16195	EIF2AK2, EIF2AK1, PKR, PRKR; eukaryotic translation initiation factor 2-alpha kinase 2 (EC:2.7.11.1 2.7.10.2); K16195 eukaryotic translation initiation factor 2-alpha kinase 2 [EC:2.7.11.1] (A)
K16196	EIF2AK4, GCN2; eukaryotic translation initiation factor 2 alpha kinase 4 (EC:2.7.11.1); K16196 eukaryotic translation initiation factor 2-alpha kinase 4 [EC:2.7.11.1] (A)
K16197	YWHAQ, 14-3-3, 1C5, HS1; tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide; K16197 14-3-3 protein beta/theta/zeta (A)
K16198	YWHAG, 14-3-3GAMMA; tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide; K16198 14-3-3 protein gamma/eta (A)
K16199	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA; K16199 dipeptide transport system substrate-binding protein (A)
K16200	Oligopeptide transport system permease OppB; K16200 dipeptide transport system permease protein (A)
K16201	Oligopeptide transport system permease OppC; K16201 dipeptide transport system permease protein (A)
K16202	Oligopeptide transport ATP-binding protein OppD; K16202 dipeptide transport system ATP-binding protein (A)
K16203	dppA; D-alanyl-aminopeptidase; K16203 D-amino peptidase [EC:3.4.11.-] (A)
K16204	pentacyclic triterpene synthase 6; K16204 seco-amyrin synthase [EC:5.4.99.52 5.4.99.54] (A)
K16205	PEN3; cycloartenol synthase; K16205 tirucalladienol synthase [EC:5.4.99.56] (A)
K16206	BARS1; baruol synthase; K16206 baruol synthase [EC:5.4.99.57] (A)
K16207	MRN1; marneral synthase; K16207 marneral synthase [EC:5.4.99.53] (A)
K16208	lupeol synthase 5; K16208 lupeol synthase 5 [EC:5.4.99.-] (A)
K16209	galP; sugar (glycoside-Pentoside-Hexuronide) transporter; K16209 lactose/raffinose/galactose permease (A)
K16210	oligogalacturonide transporter; K16210 oligogalacturonide transporter (A)
K16211	suc1; transporter; K16211 maltose/moltooligosaccharide transporter (A)
K16212	glycosidase PH1107-like protein; K16212 4-O-beta-D-mannosyl-D-glucose phosphorylase [EC:2.4.1.281] (A)
K16213	N-acylglucosamine 2-epimerase; K16213 mannobiose 2-epimerase (A)
K16214	antitoxin/toxin system zeta toxin, signal recognition particle GTPase; K16214 UDP-N-acetylglucosamine kinase [EC:2.7.1.176] (A)
K16215	type 12 methyltransferase; K16215 2-ketoarginine methyltransferase [EC:2.1.1.243] (A)
K16216	short-chain dehydrogenase/reductase SDR; K16216 benzil reductase ((S)-benzoin forming) [EC:1.1.1.320] (A)
K16217	methyltransferase; K16217 geranyl diphosphate 2-C-methyltransferase [EC:2.1.1.255] (A)
K16218	SC1A4.08, SCBAC12C8.01; cyclase; K16218 2-methylisoborneol synthase [EC:4.2.3.118] (A)
K16219	METTL11B, C1orf184, NTM1B; methyltransferase like 11B (EC:2.1.1.244); K16219 protein N-terminal methyltransferase [EC:2.1.1.244] (A)
K16220	HAX1, HCLSBP1, HS1BP1, SCN3; HCLS1 associated protein X-1; K16220 HCLS1-associated protein X-1 (A)
K16221	transcription factor TCP21; K16221 transcription factor TCP21 (protein CCA1 HIKING EXPEDITION) (A)
K16222	CDF1; Dof zinc finger protein DOF5.5; K16222 Dof zinc finger protein DOF5.5 (A)
K16223	FT; protein FLOWERING LOCUS T; K16223 protein FLOWERING LOCUS T (A)
K16224	FRK1; senescence-induced receptor-like serine/threonine-protein kinase; K16224 senescence-induced receptor-like serine/threonine-protein kinase (A)
K16225	RRS1; putative WRKY transcription factor 52; K16225 probable WRKY transcription factor 52 (A)
K16226	RPS4; TIR-NBS-LRR class disease resistance protein; K16226 disease resistance protein RPS4 (A)
K16227	MbtH-like protein; K16227 glycopeptidolipid biosynthesis protein (A)
K16228	linear gramicidin synthetase subunit D (EC:5.1.1.- 1.-.-.-); K16228 glycopeptidolipid biosynthesis protein (A)
K16229	linear gramicidin synthetase subunit B (EC:5.1.1.-); K16229 glycopeptidolipid biosynthesis protein (A)
K16230	HAC1, ERN4, IRE15; Hac1p; K16230 transcriptional activator HAC1 (A)
K16231	type III polyketide synthase; K16231 fungal type III polyketide synthase (A)
K16232	SC2H12.20c; polyketide synthase; K16232 germicidin synthase (A)
K16233	chalcone/stilbene synthase; K16233 alpha-pyrone synthase (A)
K16234	RecName: Full=Amino-acid permease AapA;
K16235	RecName: Full=Amino-acid permease 1;
K16236	RecName: Full=Amino-acid permease 1;
K16237	RecName: Full=Amino-acid permease AapA;
K16238	RecName: Full=Asc-type amino acid transporter 1; Short=Asc-1; AltName: Full=Solute carrier family 7 member 10;
K16240	SPA1; protein SUPPRESSOR OF PHYA-105 1; K16240 protein suppressor of PHYA-105 1 (A)
K16241	HY5; transcription factor HY5; K16241 transcription factor HY5 (A)
K16242	toluene hydroxylase P3 protein; K16242 phenol hydroxylase P3 protein [EC:1.14.13.-] (A)
K16243	phenol 2-monooxygenase; K16243 Phenol hydroxylase P1 protein (A)
K16244	monooxygenase component MmoB/DmpM; K16244 phenol hydroxylase P2 protein (A)
K16245	phenol hydroxylase region; K16245 phenol hydroxylase P4 protein (A)
K16246	FadD27 protein; K16246 phenol hydroxylase P5 protein (A)
K16247	gutR; glucitol operon transcriptional regulator; K16247 LuxR family transcriptional regulator, glucitol operon activator (A)
K16248	gutP; H+-glucitol symporter; K16248 probable glucitol transport protein GutA (A)
K16249	phenol hydroxylase subunit; K16249 phenol hydroxylase P0 protein (A)
K16250	NRPD1A; nuclear RNA polymerase D1A; K16250 DNA-directed RNA polymerase IV subunit 1 [EC:2.7.7.6] (A)
K16251	NRPD1B; nuclear RNA polymerase D1B; K16251 DNA-directed RNA polymerase V subunit 1 [EC:2.7.7.6] (A)
K16252	NRPD2B; DNA-directed RNA polymerase II subunit B; K16252 DNA-directed RNA polymerase IV and V subunit 2 [EC:2.7.7.6] (A)
K16253	NRPD7; DNA-directed RNA polymerase II subunit G; K16253 DNA-directed RNA polymerase IV and V subunit 7 (A)
K16254	MxaJ protein; K16254 mxaJ protein (A)
K16255	cytochrome c family protein; K16255 cytochrome c-L (A)
K16256	MxaA protein; K16256 mxaA protein (A)
K16257	MxaC protein; K16257 mxaC protein (A)
K16258	MxaK protein; K16258 mxaK protein (A)
K16259	MxaL protein; K16259 mxaL protein (A)
K16260	MxaD protein; K16260 mxaD protein (A)
K16261	BAP2; Bap2p; K16261 yeast amino acid transporter (A)
K16262	151.t00011; amino acid-polyamine transporter; K16262 polyamine:H+ symporter (A)
K16263	yjeH; predicted transporter; K16263 amino acid efflux transporter (A)
K16264	cation efflux protein/ zinc transporter, putative; K16264 cobalt-zinc-cadmium efflux system protein (A)
K16265	RecName: Full=2-methylbutanal oxime monooxygenase; EC=1.14.13.n8; AltName: Full=Cytochrome P450 71E7;
K16266	SubName: Full=Cyanohydrin UDP-glucosyltransferase UGT85K4;
K16267	putative divalent heavy-metal cations transporter; K16267 zinc and cadmium transporter (A)
K16268	toluene dioxygenase; K16268 benzene/toluene dioxygenase subunit beta [EC:1.14.12.3 1.14.12.11] (A)
K16269	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase; K16269 cis-1,2-dihydrobenzene-1,2-diol dehydrogenase [EC:1.3.1.19] (A)
K16270	glyoxalase/bleomycin resistance protein/dioxygenase; K16270 3-methylcatechol 2,3-dioxygenase [EC:1.13.11.-] (A)
K16271	RLIM, NY-REN-43, RNF12; ring finger protein, LIM domain interacting; K16271 E3 ubiquitin-protein ligase RLIM [EC:6.3.2.19] (A)
K16272	RNF135, MMFD, REUL, Riplet; ring finger protein 135; K16272 E3 ubiquitin-protein ligase RNF135 [EC:6.3.2.19] (A)
K16273	ZNRF3, BK747E2.3, RNF203; zinc and ring finger 3; K16273 E3 ubiquitin-protein ligase ZNRF3 [EC:6.3.2.19] (A)
K16274	E3 ubiquitin-protein ligase AIP2; K16274 E3 ubiquitin-protein ligase AIP2 [EC:6.3.2.19] (A)
K16275	NLA; E3 ubiquitin-protein ligase BAH1; K16275 E3 ubiquitin-protein ligase BAH [EC:6.3.2.19] (A)
K16276	BTS; zinc finger protein-like protein; K16276 zinc finger protein-like protein (A)
K16277	DRIP1; E3 ubiquitin protein ligase DRIP1; K16277 E3 ubiquitin-protein ligase DRIP [EC:6.3.2.19] (A)
K16278	HOS1; E3 ubiquitin-protein ligase HOS1; K16278 E3 ubiquitin-protein ligase HOS1 [EC:6.3.2.19] (A)
K16279	KEG; E3 ubiquitin-protein ligase KEG; K16279 E3 ubiquitin-protein ligase KEG [EC:2.7.11.1 6.3.2.19] (A)
K16280	RGLG1; E3 ubiquitin-protein ligase RGLG1; K16280 E3 ubiquitin-protein ligase RGLG [EC:6.3.2.19] (A)
K16281	RING finger domain containing protein; K16281 RING-H2 zinc finger protein RHA1 (A)
K16282	RHA2A; E3 ubiquitin-protein ligase RHA2A; K16282 E3 ubiquitin-protein ligase RHA2 [EC:6.3.2.19] (A)
K16283	SDIR1; E3 ubiquitin-protein ligase SDIR1; K16283 E3 ubiquitin-protein ligase SDIR1 [EC:6.3.2.19] (A)
K16284	SIS3; E3 ubiquitin-protein ligase SIS3; K16284 E3 ubiquitin-protein ligase SIS3 [EC:6.3.2.19] (A)
K16285	RING/U-box domain-containing protein; K16285 RING/U-box domain-containing protein (A)
K16286	Os02g0559800; K16286 E3 ubiquitin-protein ligase EL5 [EC:6.3.2.19] (A)
K16287	OTS2; ubiquitin-like-specific protease 1C; K16287 ubiquitin-like-specific protease 1C/D [EC:3.4.22.68] (A)
K16288	DSTYK, DustyPK, RIP5, RIPK5; dual serine/threonine and tyrosine protein kinase (EC:2.7.12.1); K16288 receptor-interacting serine/threonine-protein kinase 5 [EC:2.7.11.1] (A)
K16289	ANKK1, PKK2; ankyrin repeat and kinase domain containing 1 (EC:2.7.11.1); K16289 ankyrin repeat and protein kinase domain-containing protein 1 [EC:2.7.11.1] (A)
K16290	XCP2; Xylem cysteine proteinase 2; K16290 xylem cysteine proteinase [EC:3.4.22.-] (A)
K16291	ybiS; L,D-transpeptidase linking Lpp to murein; K16291 L,D-transpeptidase (A)
K16292	putative cysteine proteinase; K16292 KDEL-tailed cysteine endopeptidase [EC:3.4.22.-] (A)
K16293	psrB; polysulfide reductase, subunit B; K16293 polysulfide reductase chain B (A)
K16294	psrC; polysulfide reductase, subunit C; K16294 polysulfide reductase chain C (A)
K16295	CYBASC3, LCYTB; cytochrome b, ascorbate dependent 3; K16295 cytochrome b ascorbate-dependent protein 3 [EC:1.-.-.-] (A)
K16296	scpl18; serine carboxypeptidase-like 18; K16296 serine carboxypeptidase-like clade I [EC:3.4.16.-] (A)
K16297	similar to predicted protein; K16297 serine carboxypeptidase-like clade II [EC:3.4.16.-] (A)
K16298	SCPL49; carboxypeptidase; K16298 serine carboxypeptidase-like clade IV [EC:3.4.16.-] (A)
K16299	type I secretion system ATPase; K16299 ATP-binding cassette, subfamily C, bacterial EexD (A)
K16300	HlyD family secretion protein; K16300 membrane fusion protein EexE (A)
K16301	efeB; deferrrochelatase, periplasmic; K16301 deferrochelatase/peroxidase EfeB [EC:1.11.1.-] (A)
K16302	CNNM4, ACDP4; cyclin M4; K16302 metal transporter CNNM (A)
K16303	aromatic-ring-hydroxylating dioxygenase subunit beta; K16303 p-cumate 2,3-dioxygenase subunit beta [EC:1.14.12.-] (A)
K16305	aldolase; K16305 fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11] (A)
K16306	fructose-bisphosphate aldolase (EC:4.1.2.13); K16306 fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10] (A)
K16307	CDC42BPG, DMPK2, HSMDPKIN, KAPPA-200, MRCKG, MRCKgamma; CDC42 binding protein kinase gamma (DMPK-like) (EC:2.7.11.1); K16307 serine/threonine-protein kinase MRCK [EC:2.7.11.1] (A)
K16308	CIT, CRIK, STK21; citron (rho-interacting, serine/threonine kinase 21) (EC:2.7.11.1); K16308 citron Rho-interacting kinase [EC:2.7.11.1] (A)
K16309	MASTL, GREATWALL, GW, GWL, MAST-L, RP11-85G18.2, THC2, hGWL; microtubule associated serine/threonine kinase-like (EC:2.7.11.1); K16309 serine/threonine-protein kinase greatwall [EC:2.7.11.1] (A)
